name,species,breed,image,gender,age,status,description
Angela Washington MD,Dog,Chinook,https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23232_chinook-460x290.jpg,Female,8,Available,"It all started with a cross between a farm dog and a husky on Arthur Walden's New Hampshire farm. The litter of tawny puppies, born on January 17, 1917, included a male who grew up to be big-boned, flop-eared, and handsome, with a gentle nature. He was named Chinook, and he fathered puppies who bore his stamp.Since then, the breed that bears his name has had its ups and downs. It has come close to disappearing several times, but someone has always stepped in to rescue it from the brink of extinction.That's not surprising when you consider that inside the Chinook's plain brown wrapper is heart, strength, intelligence, and a mellow sweetness.The Chinook was bred for his pulling ability and stamina. Today, his expedition days are behind him and he's considered the consummate companion: loving, athletic, and versatile. He's a great choice if you want a jogging or hiking companion; not so much if you're looking for a retriever or water dog.And look elsewhere if you want a guard or watchdog. Still, even though he's not aggressive, his size may be enough to ward off anyone scary.Chinooks are easy to groom, but they shed heavily twice a year, with light to moderate shedding the rest of the time. Avoid them if you're looking for a dog that might be hypoallergenic. The Chinook is not it.True to their sled dog heritage, some Chinooks can be diggers, excavating a nice spot where they can nap. This is an inborn behavior, so be prepared for your yard to have a cratered appearance. Try getting around it by giving a Chinook his own special place to dig.A Chinook's vocabulary ranges from silence to woo-woos to excited whining. You may get a quiet one, but more often than not your Chinook will happily share his opinion with you about the day's goings-on.The Chinook is a rare breed, and you won't find one just anywhere. Expect to wait as long as six months to two years before a puppy is available, especially if you have your heart set on a particular sex or ear type (floppy or prick ear). Prices generally range from $650 to $1,500."
Denise Cordova,Dog,Chipin,https://cdn2-www.dogtime.com/assets/uploads/2019/07/chipin-mixed-dog-breed-pictures-cover.jpg,Male,5,Available,"The Chipin is a mixed breed dog. They are not purebreds like theirÎ_ChihuahuaÎ_or Miniature Pinscher parents.The main colors of Chipins are black, chocolate, golden, and cream. They are usually two colors, but can be a mixture of many colors.ChipinsÎ_have short, straight, easy-to-groom coats, though they are not suited to extreme weather. They may need a doggy jacket in the winter and pet sunscreen in the summer.Chipins prefer to be mostly around adults or older kids who know how to play gently. They can tolerate other pets, especially with early socialization, though they might rather be the only pet in the household.Some Chipins tend to gain weight when they are overfed. Stick to an appropriate meal schedule and make sure you can provide enough exercise to suit their high energy.Although Chipins are great apartment dogs, they require companionship and do not do well when they are left alone for long periods of time.Chipins can be yappy, though this makes them excellent watchdogs."
Brian Cooke,Dog,Chiweenie,https://cdn1-www.dogtime.com/assets/uploads/2019/07/chiweenie-mixed-dog-breed-pictures-cover.jpg,Male,9,Available,"The most famous Chiweenie may be a dog named Tuna who has over 2 million followers on the Instagram account tunameltsmyheart.Chiweenies are a mixed breed dog. They are not ""purebreds"" like their Dachshund or Chihuahua parents.Even though they may be lap dog sized, Chiweenies have high energy and prefer to play.Chiweenie coats are usually short and good for allergy sufferers, though they can have long coats, too.The usual colors of Chiweenies are brown, black, and white. Their coats can be solid colors or a mix.The Chiweenie is especially easy to groom. The main concern, however, is maintaining good dental care.Chiweenies can be stubborn and may be particularly difficult to house train.These dogs tend to be ""yappy,"" though that also makes them great at being watchdogs.Chiweenies do best in one-person households or homes with smaller families and older children.Although designer breeders started creating Chiweenies in the late 1990s, you can find them at shelters or through rescue groups that cater to small dogs, Chihuahua mixes, or Dachshund mixes. Adopt! Don't shop!"
Eric Rogers,Dog,Chow Chow,https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23144_chow-chow-460x290.jpg,Male,4,Available,"With his deep-set eyes and large head, accentuated by a mane of hair, the Chow Chow (Chow for short) is an impressive-looking dog. His looks might make you think he's mean or ill-tempered, but a well-bred and well-raised Chow isn't aggressive.Instead, it's said that the Chow combines the nobility of a lion, the drollness of a panda, the appeal of a teddybear, the grace and independence of a cat, and the loyalty and devotion of a dog. He's also dignified and aloof, as befits a breed that was once kept in imperial Chinese kennels.He's not really fond of being hugged or fussed over, but he'll be a quiet, attentive companion to his favorite person, and his loyalty extends to other family members. If he's raised with children, he'll accept them willingly, but he's not the type of dog to tolerate abuse, so he's best for homes with older kids who know how to treat dogs.If he has lots of positive encounters with strangers during his impressionable puppyhood, he'll handle strangers with equanimity. This is, however, a highly territorial and protective breed, who'll give a clear warning to anyone approaching without his person's welcome.The breed's most memorable physical feature may be his blue-black tongue. According to Chinese legend, the tongue got its blue hue at the time of creation, when a Chow licked up drops of the color as the sky was being painted. He also stands out for his almost straight rear legs, which give him a stiff, choppy, or stilted gait. He's not speedy, so he's not the best choice for a jogger, but he has excellent endurance and can be a good walking companion.When it comes to training, a verbal correction is usually all that's required to set the Chow Chow straight. No dog should ever be hit, but it's especially counterproductive with this breed. The fiercely proud and independent Chow will never respond to physical abuse. But earn his respect with firm consistency, and you won't have any problem training him.If you admire the Chow Chow's unique appearance and independent spirit, you'll have a fiercely loyal companion who will be a true treasure in your household."
Henry Scott,Dog,Chug,https://cdn3-www.dogtime.com/assets/uploads/2019/07/chug-mixed-dog-breed-pictures-cover.jpg,Female,10,Available,"Chugs can be prone to excessive weight gain if overfed. Make sure to stick to an appropriate diet and feeding schedule.Chugs tend to be ""yappy"" which can help them be good watchdogs. With early training, you can curb unwanted barking, however.Most owners say their Chugs have goofball personalities and like to act silly. A Chug will be great at making you smile.As a mostly brachycephalic (short-snouted) dog, Chugs can be prone to heat stroke. Take extra care of them in hot weather.Chugs also have shorter fur, so they may need the added protection of a jacket in cold weather.The main colors of Chugs are brown, black, fawn, cream, and white. Their coats can be solid colors or a mix of colors."
Robert Solomon,Dog,Chusky,https://cdn2-www.dogtime.com/assets/uploads/2019/08/chusky-mixed-dog-breed-pictures-cover.jpg,Female,10,Available,"The Chusky is a mixed breed dog. They are not purebreds like their Chow Chow or Siberian Husky parents.The main colors of Chuskies are brown, black, cream, red, and white. Sometimes their coats are solid, and sometimes they have a mix of colors.Their fluffy, long, double-coats make the Chusky a heavy shedder. They may not be the best dog for allergy sufferers. Daily brushing will help cut down on excessive shedding. Their coats are suited for cold weather, but they may not do as well in hotter climates.When it comes to other pets, Chuskies can get along with other animals if they are introduced slowly and calmly, and early socialization will help this go smoothly. That said, they may prefer to be the solo pet in the home.Chuskies are intelligent, but they can be stubborn. They thrive best with experienced dog owners.This mixed breed is known to be protective, especially of family. Your Chusky may bark every time someone knocks at the door or someone new enters the home. This also makes them excellent guard dogs."
Casey Wood,Dog,Clumber Spaniel,https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_22960_clumber-spaniel-460x290.jpg,Female,5,Available,"With his large head, low body, and substantial build, the Clumber Spaniel is often described as a dog who plods along with no great speed, agility, or energy, but that description doesn't do him justice. It's true that he's a slow worker, but he has power and endurance, as well as great enthusiasm.He comes alive when he hits bird scent and is painstakingly thorough in exploring it until he either finds his prey or decides to move on. He's a perfect choice for the hunter who wants to enjoy his sport at a relaxed pace with a dog who will stay close at hand.The Clumber works at a trot and is capable of going all day long at this pace. He wasn't bred to be a water retriever, but most Clumbers swim well and their heavy coat protects them from cold water. Those used as duck dogs don't have any problem breaking ice to retrieve their game.This medium-size dog is the heaviest of the spaniel breeds with a long body that helps him move through underbrush. (That long body also gives him a surprisingly far reach when it comes to food on kitchen counters.) He's characterized by a massive head, dark amber eyes, and a medium-length white coat with lemon or orange markings.Calm and sedate, the Clumber is a sweet and gentle dog who enjoys the company of his people. He bonds to the entire family but sometimes chooses one person as his special favorite. Nicknamed the ""retired gentleman's spaniel,"" he's a good choice for first-time dog owners because of his easygoing temperament.The Clumber will adjust his activity level to your needs. His sporting heritage means he enjoys a good walk and can excel in the field or at a variety of dog sports, but he's also quite fond of hearth and home, especially if he can nap on top of your feet.The Clumber is playful and intelligent, mischievous and stubborn, dignified and charming. A whole host of such adjectives have been applied to this breed, but suffice it to say that he's a much-loved member of the family who thrives on attention. Children who play ball with him will find him to be a tireless friend.He's happy to occupy himself by carrying things around in his mouth, a habit he begins in earliest puppyhood and continues throughout his days. It's not unusual to see him wriggle his whole body as he greets someone, all the while with a favorite toy or other object in his mouth.The Clumber is not an easy-care dog, but neither does he require the same devotion to grooming as, say, a Poodle or Afghan Hound. He does shed, sometimes heavily, and needs daily brushing if you want to keep loose hair off your clothes and furniture. Nor is he recommended for the neat at heart. Clumber Spaniels shed, slobber, and track dirt into the house. If any type of mess bothers you, choose a different breed.Clumber Spaniels need daily exercise, which can be satisfied by one 20- or 30-minute walk or a 15- or 20-minute walk or playtime twice a day. While Clumbers make excellent walking companions, they're not suited to accompanying joggers. The breed has a high incidence of hip dysplasia, and jogging can put unnecessary strain on their joints.Training is fairly easy with this intelligent breed, although there are exceptions to every rule. In general, however, Clumbers respond well to praise and positive reinforcement in the form of food rewards or play. Their gentle dispositions can be easily damaged if they are corrected harshly. Instead, be fair and consistent in what you ask, and reward him every time you see him doing something you like.People who love Clumbers say that once you have one, you'll never want to be without one. Whether he's your hunting buddy or a family friend, the Clumber will return your affection and loyalty many times over _—” and will warm your feet as part of the bargain."
Sean Sweeney,Dog,Cockalier,https://cdn2-www.dogtime.com/assets/uploads/2019/10/cockalier-mixed-dog-breed-picture-cover.jpg,Male,7,Available,"The Cockalier's coat usually comes in a range of colors that include black, brown, red, and white. The coat is medium in length and usually described as being curly to the touch.These cute and adorable pups are naturally friendly and affectionate towards people--and they do excellently around small children.The Cockalier is renowned as being a mixed dog breed that's smart and eager to please, so there usually aren't any issues with socialization and training.The Cockalier requires over an hour of exercise every day. Ideally, these sessions should be on the energetic side.While this is an energetic mixed breed, these dogs can adapt to apartment living so long as they get enough exercise."
Brian Graham,Dog,Cockapoo,https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23218_cockapoo-dog-breed.jpg,Male,8,Available,"The Cockapoo blazed the trail among planned hybrids; he's the offspring of the Poodle and the Cocker Spaniel. Also known as the Cockapoodle, Cockerpoo, or Cock-a-Poo, he's an utterly adorable little dog with a face that could melt a heart of stone.He's affectionate and accepts everyone _—” old folks, kids, and other pets. He's also of an easy size, being small enough to cuddle and big enough to romp with bigger dogs. Cockapoos have an infectious zest for life that spreads to everyone around them, that essential joie de vivre that makes every day a celebration. These guys are just plain happy to be alive.Still, what's the draw in getting a Cockapoo instead of a Cocker Spaniel or a Poodle? It's that, in some ways, the Cockapoo represents two ideals: first, what the Cocker Spaniel used to be across the board _—” a sweet and stable temperament, before the breed's popularity skyrocketed in the wake of Lady and the Tramp; and second, the Poodle's orientation to people smooths out the Cockers' orientation to their noses when they're out in the field.Furthermore, Cockapoos don't require the level of grooming that Poodles do, and people don't automatically react as negatively as they do to a Poodle's extravagant grooming style for showing in conformation. (While it's not fair to dislike the intelligent and jovial Poodle because of a show cut, the Poodle's mostly undeserved reputation of high maintenance is pervasive.)Of course, there's a world of difference between an intentional breeding of carefully selected Cocker Spaniels and Poodles versus a Poodle mix who's just called a Cockapoo because no one has any clue what his background really is.The true Cockapoo been bred with the goal of a healthy, hypoallergenic dog with a good temperament. Cockapoo breeders feel that the dog's health and temperament are far more important than appearance, and that's what they continue to strive for (but nevertheless, the Cockapoo tends to be an adorable-looking fellow). You won't find many, if any, discussions among these breeders about head shape and height.When the cross works as intended, you get the intelligence and spirit of the Poodle with the sturdiness and field spirit of the Cocker. Of course, when the cross doesn't work, you can get a submissive, urinating fear-biter _—” but that can happen in any mixed breed, and in any purebred with unhappy genes.Generally, the Cocker Spaniel used to create the Cockapoo is an American Cocker Spaniel, but some are the offspring of Poodles and English Cocker Spaniels; the latter is often called a Spoodle. Efforts have been made over the last decade to clearly separate Cockapoos and Spoodles into two different hybrids, and some success has been achieved. If the type of Cocker involved is important to you, be sure to ask.But all that is neither here nor there for the Cockapoo enthusiast, who just wants to hang out with a sweet, cute, attached dog who isn't quite the barnacle a Toy Poodle can be, and who began as a sparkle in the eye of a Cocker Spaniel with a lovely, even temperament."
Janet Smith,Dog,Cocker Spaniel,https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_22962_cocker-spaniel-460x290.jpg,Male,6,Available,"The smallest member of the American Kennel Club Sporting Group, the Cocker Spaniel is the darling of many U.S. pet owners. Remember the female lead in Lady and the Tramp? It's no accident that the movie's model of an affectionate and pampered pet was a Cocker Spaniel. From the late 1930s to the 1950s, the Cocker was the number-one breed registered with the AKC. Then his popularity declined for almost 30 years, but he shot to the top of the charts again during the mid-1980s, and only in 1992 was his number-one status taken over by Labrador and Golden Retrievers. Today, the Cocker remains within the top 15 registered breeds.And no wonder _—” a well-bred Cocker Spaniel is a pleasure to own. He is known for a merry, sound temperament. His flowing coat is extremely handsome, he's loving and gentle, and he wants nothing more than to make his family happy.Compared to other dogs in the Sporting Group, the Cocker is small (20 to 30 pounds), fitting comfortably into an apartment, condo, or a small home. He is primarily a companion but is easily trained for the conformation show ring, obedience and agility competitions, and field work. He is also an excellent therapy dog.The Cocker Spaniel resembles the English Cocker Spaniel, one of his peers in Sporting Group, and formerly the two breeds were considered one. However, a number of Spaniel fanciers noticed the different strains of Cocker and sought to preserve separate breeds and discourage the interbreeding of the English and American varieties. The American Kennel Club recognized the two breeds as separate in 1946.The typical Cocker Spaniel is gentle, a loving and trustworthy family companion who is good with children, other pets, and the elderly. Unfortunately, his extreme popularity leaves him open to the bane of all favorite breeds: unscrupulous people who breed with no regard for temperament, health, or conformation.As a result, some Cocker Spaniels have serious health and temperament problems. If you are considering a Cocker Spaniel, you must be extremely careful from whom you buy or adopt a puppy. Buy only from a reputable breeder. Never buy a puppy from a backyard breeder, puppy mill, or pet store. Reputable breeders breed with temperament in mind and perform various health tests to ensure that their breeding dogs don't pass on a predisposition to genetic diseases."
Abigail Montgomery,Dog,Collie,https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23186_collie-460x290.jpg,Female,4,Available,"In the 1950s television series Lassie, you knew that the Collie would come to the rescue, whether Timmy was trapped in an abandoned mine or had fallen into a well. After all, the star of this long-running show wasn't just any dog. She was Lassie, a Collie dog.To be sure, the adventures of Timmy and Lassie are fun to watch. But they're fiction _—” aren't they?Well, according to those who know and love the Collie breed, the fictional accounts of television Lassie aren't too far off the mark. The real-life Collie is an extremely intelligent, sensitive dog who is known for her uncanny ability to know when something is wrong. True stories abound about this breed coming to the rescue of people and animals.Heroics aside, the Collie is a medium-size (50 to 70 pounds) dog, easy to train, devoted to and protective of her family, and friendly with people outside the family circle as well. Known for being playful and gentle, she makes an excellent companion for children.Although the Collie is good-natured and friendly, she can be suspicious of strangers, especially if they approach the children in her family. She's a good watchdog _—” she will bark _—” but she is not aggressive.The beautiful Collie has two distinct looks: full coat (known as the Rough variety) and short coat (known as the Smooth variety). The television star was a Rough Collie, as was the star of the 1943 movie Lassie Come Home, which inspired the television series.Today, the Collie is more likely to be a pampered pet than an all-around farm dog. She adapts well to a variety of home environments, as long as she has plenty of daily exercise. She enjoys relaxing around the house with her family, as well as running and playing outside with the kids. Her herding instincts are still strong, so it's not unusual for the Collie to gather children and pets, chase cars, and bark.In addition to her herding ability, the loyal Collie excels as an assistance or therapy dog. She also does well at such canine sports as herding trials, agility, obedience, and lure coursing.The movie and the television series made the Collie a popular dog in the United States. Unfortunately, her extreme popularity leaves her open to the bane of all favorite breeds: unscrupulous people who breed with no regard for temperament, health, or conformation.As a result, some Collies have serious health and temperament problems. If you are considering a Collie, you must be extremely careful from whom you purchase or adopt a puppy. Buy only from a reputable breeder. Never buy a puppy from an irresponsible breeder, puppy mill, or pet store. Reputable breeders breed with temperament in mind and perform various health tests to ensure that their breeding dogs don't pass on a predisposition to genetic diseases."
Brittany Wilkins,Dog,Corgi Inu,https://cdn3-www.dogtime.com/assets/uploads/2019/08/corgi-inu-mixed-dog-breed-pictures-cover.jpg,Female,12,Available,"Corgi Inus are mixed breed dogs. They are not purebreds like their Corgi or Shiba Inu parents.The main colors of Corgi Inus are red, black, blue, fawn, white, and sable. Sometimes their coats are solid, and sometimes they have a mix of colors, like a brindle or pied coat.Your Corgi Inu will definitely be a heavy shedder. Daily brushing is necessary for this very furry breed. Because of their fur, they are not ideal for people who suffer from dog allergies.Corgi InusÎ_can get along with other animals if they are introduced slowly and calmly, and early socialization will help this go smoothly. It's best if they get used to other pets early. However, if your dog is more Inu than Corgi, they may prefer to be the sole animal of the house.Even though the Corgi Inu is not a large dog, the breed tends to have quite a lot of energy. Corgi Inus are usually fairly intelligent, as well, so if you do not make time to make sure they have plenty of mental and physical stimulation, they could try to push boundaries.The Corgi Inu tends to stick to a few favorite family members, but can be outgoing towards others if properly socialized and trained."
Jeffrey Jones,Dog,Corgidor,https://cdn1-www.dogtime.com/assets/uploads/2019/07/corgidor-mixed-dog-breed-pictures-cover.jpg,Female,5,Available,"Corgidors are mixed breed dogs. They are not purebreds like their Labrador or Corgi parents.The main colors of Corgidors are brown, black, red, and tan. Sometimes their coats are solid, and sometimes they have a mix of colors and fur types.Corgidors'Î_short to medium coats protect them in cold weather. They usually require minimal grooming, though they are prone to shedding.Corgidors can adapt to apartment living with active owners butÎ_would really thrive in a big house with a yard and space to run.While not overly yappy, Corgidors make excellent watch dogs.Corgidors are very loving and patient with children of all ages."
Joseph Robinson,Dog,Corman Shepherd,https://cdn1-www.dogtime.com/assets/uploads/2019/09/corman-shepherd-mixed-dog-breed-picture-cover.jpg,Female,12,Available,"The main colors of Corman Shepherds are gold, white, brown and black. Rarely will you find a solid-colored Corman Shepherd; their coats are often a blend of two or more colors.Your Corman Shepherd will likely have blowing seasons to shed their seasonal coats. Brush your Corman Shepherd on a daily basis to keep fur tumbleweeds from taking over your home.The Corman Shepherd is a very friendly dog, and many enthusiasts love how well they interact with the children in their families. They can, however, be very protective and aloof around strangers or new pets.You may find that your Corman Shepherd tries to herd you or other humans. They can be somewhat stubborn, so it is good to curb this type of behavior early on with the proper training.Corman Shepherds have high energy levels. Make sure your dog gets at least one good half-hour- to hour-long walk per day with a few good, active play sessions and shorter walks mixed in.Corman Shepherds are also highly intelligent, which means they can get bored easily. Be sure to provide your Corman Shepherd mixed breed dog plenty of mental stimulation, or they may engage in destructive or unwanted behaviors."
Heather Vaughn,Dog,Coton de Tulear,https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23230_coton-de-tulear-460x290.jpg,Female,12,Available,"For the smart and sweet-natured Coton de Tulear (Coton for short), the perfect day consists of nothing more than being with his person, whether it's lying at her feet while she works, following her from room to room _—” not even the bathroom is sacred _—” or going for a ride to Starbucks.This small, longhaired, cottony-coated dog was never bred to be anything but a companion, and to this day, that's what he does best. He cocks his head intently when spoken to and will even try to answer back.The Coton de Tulear takes his name not only from his cottonlike coat but also from the seaport city of Tulear (now known as Toliara), located on the African island nation of Madagascar, where the breed originated. He's related to the Bichon Frise and Maltese but has his own distinct style.People who love the Coton praise his intelligence, sociability, and easy-care coat. He's an observant dog who quickly learns routines and adapts to his person's needs. He sleeps while you're busy, one eye cracked so he can follow if you leave the room. He's known as a good and flexible traveler, perhaps a remnant of his seafaring days, when he accompanied ladies making long journeys by ship.When it's playtime, the Coton will grab his favorite toy and bring it to you for a rousing game of fetch. He loves to go on walks, but his exercise needs aren't excessive. Playing inside or in a fenced yard will just as easily satisfy his need for activity, as long as he has plenty of human companionship. Because of his desire to please, he excels in activities such as obedience and agility.The well-socialized Coton loves everyone. When your doorbell rings, the Coton may bark once, then politely accompany you to the door to greet your guest. The only risk a housebreaker faces is being licked to death.He likes to ""talk"" to his people, using his own special language of unique vocalizations, including grunts and growls. He'll love it when you talk back to him.His soft, shaggy white coat may look difficult to care for, but once the adult coat has grown in, dirt falls out easily with brushing. Brushing three or four times weekly, plus bathing as needed, will keep your Coton clean.The Coton aims to please, and whatever makes you happy makes him happy _—” as long as it doesn't involve being apart from you. Consider this breed if you're a stay-at-home parent, empty-nester, or retiree who has lots of time to spend with a canine best friend and will enjoy taking him places."
Zachary Robinson,Dog,Curly-Coated Retriever,https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_22964_curly-coated-retriever-460x290.jpg,Female,9,Available,"The dense curls of the Curly-Coated Retriever leave many wondering if the breed is a cross between a poodle and a retriever. They might be surprised to learn that he is the oldest recognized retriever around.The Curly-Coated Retriever is a large dog with an even larger heart. One glimpse of this breed in action tells you that he's an ideal hunting dog, filled with the drive and determination that all retrievers possess. His unusual coat _—” a dense mass of small, tight, crisp black or dark reddish-brown curls _—” is often mistakenly believed to be difficult to care for, but it's actually fairly easy, requiring only moderate grooming.In addition to his hunting ability, this active, intelligent dog is a wonderful jogging companion and family friend. An active family, that is. With his retriever drive, he needs daily exercise and mental stimulation in the form of training and play to keep from becoming bored and destructive.The Curly, as he's known, is loyal to his family and displays the even temper that is so well loved in all retriever breeds. He's more reserved with strangers than other retrievers, however, and needs to be properly socialized _—” exposed to many different people, sights, sounds and experiences _—” to prevent timidity.They do very well with children as long as you lay down some ground rules for dog and child. No ear pulling, tail pulling or biting allowed! For the safety of both, never leave small children unsupervised with any dog.Curly-Coated Retrievers take longer to mature than other breeds, so be prepared to live with a full-grown dog who acts like a puppy for several years. Because they're high-energy dogs, they're not suited to apartment life and should live in a home with a large fenced yard where they have plenty of room to romp.Like all retrievers, Curlies are mouthy and love to chew, nip, and carry objects. Be prepared for this trait, and work with it by providing your Curly with toys he's allowed to chew, praising him when you see him chewing them, and keeping forbidden items out of reach. Be consistent. If he's not allowed to chew on your good shoes, don't give him an old one to play with. He doesn't know the difference between Payless and Prada.For the active individual or family who would like a retriever who stands out from the crowd, the Curly-Coated Retriever is an excellent choice, as he enjoys hunting, fishing and camping in the great outdoors followed by quiet indoor evenings relaxing with his people."
Pamela Martinez,Dog,Dachsador,https://cdn1-www.dogtime.com/assets/uploads/2019/09/dachsador-mixed-dog-breed-pictures-cover.jpg,Male,7,Available,"The Dachsador is a mixed breed dog. They are not purebreds like their Dachshund or Labrador Retriever parents.The most common Dachsador colors are chocolate brown, black, and yellow.The Dachsador is a high energy dog that will need at least two walks a day, ideally between 45 minutes and an hour.When it comes to grooming, a quick ten minute brushing session every day or so should be enough to keep the dog's coat in tip top condition.Dachsador dogs and children are a great fit for each other. The mixed breed is friendly and playful and will love to take part in play sessions with the kids. Play time should still always be supervised.This dog is smart, so make sure to provide interactive toys to keep them alert and intrigued."
Thomas Holmes,Dog,Dachshund,https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_23020_dachshund-dog-breed-460x290.jpg,Male,2,Available,"Don't let the Dachshund fool you. He might be, as legendary literary critic and humorous journalist H. L. Mencken said, ""half a dog high and a dog and a half long,"" but this small, drop-eared dog is tough enough to take on a badger. In fact, that's what he was bred to do and how he got his name (Dachs meaning badger; hund meaning dog).Dachshunds (pronounced DAKS hundÎ_ _—”Î_ never dash-hound) come in three varieties: smooth (shorthaired), wirehaired and longhaired. In the United States, Dachshunds are either miniature (11 pounds and under as an adult) or standard (usually between 16 and 32 pounds as an adult). If your Dachshund weighs between 11 and 16 pounds, he's called a tweenie. Other countries have a wider variance in the sizes. For example, in Germany, the official birthplace of the Dachshund breed, Dachshunds are identified as Standard, Miniature, or Kaninchenteckel, based on a chest measurement taken at the age of fifteen months.No matter what their size, Dachshunds are a delightful addition to any family, which is why they have ranked near the top of most popular dogs lists since the 1950s. Their cute appearance and lively disposition have inspired many affectionate nicknames for the breed, including wiener dog, hot dog, sausage dog, Doxie, Dashie, and (especially in Germany) Teckels, Dachels, or DachselsYou can't help but smile when you look at a confident Dachshund, proudly carrying his long, muscular body on short legs, his elongated head held high with a bold, intelligent look in his eyes. Because of their almost comical appearance, Dachshunds have long been a favorite subject of cartoonists and toy makers. But their cute appearance was developed for far more serious and practical reasons. Their short legs enable them to dig and maneuver through tunnels to corner and even fight badgers and other animals, while their large chests give them plenty of ""heart"" for the fight. Dachshunds are brave, but they can be somewhat stubborn, and have an independent spirit, especially when hunting.At home, the Dachshund's playful nature comes out. He loves to be close to you and ""help"" you do things like tie your shoes. Because of his intelligence, he often has his own ideas about what the rules are when it comes to playtime-and those rules may not be the same as yours or even other breeds of dogs. Dachshunds are known for being lively and enjoy chasing other small animals, birds, and toys. The breed standard _—” a written description of how the Dachshund should look and act _—” probably describes their personality best, saying ""the Dachshund is clever, lively, and courageous to the point of rashness, persevering in above and below ground work, with all the senses well-developed. Any display of shyness is a serious fault.""Dachshunds have soulful eyes and complex facial expressions. Their lungs are large for a dog this size and they have a barrel-like chest. Because of these things, Dachshunds have a loud, deep bark that sounds as though it comes from a much larger dog. And they do like to bark, which is something you might consider if you have neighbors who could be annoyed rather than amused by the antics of your brave little Dachshund.Dachshunds often bond closely with a single person. They may even become jealous of their owner's attention and can, if not properly trained and socialized, become snappy.Smooth Dachshunds are the most popular variety in the United States. Their coats are short and shiny and need little grooming. They do, however, need a sweater in the winter if you live in an area with cold weather. Common colors are red, cream, black and tan, black and cream, chocolate and tan, blue and tan, and Isabella (fawn) and tan. Dachshunds also can have patterns in their coats, such as dapple (a mottled coat pattern), brindle, sable, and piebald.Longhaired Dachshunds have sleek, slightly wavy hair and can be the same colors as the Smooth Dachshund. They should be brushed every day to prevent mats from forming, especially around their elbows and ears. Many believe that the Longhaired Dachshund has a more docile temperament than the Smooth or Wirehair.Wirehaired Dachshunds have wiry, short, thick, rough coats with bushy eyebrows and a beard. Like Smooth Dachshunds, they often are mischievous. They won't need a sweater in the winter, but they do need to be brushed regularly to prevent mats from forming. Their coat colors can be the same as the Smooth Dachshund, but the most popular colors in the United States are wild boar (a mixture of black, brown, and gray), black and tan, and various shades of red.Dachshunds often have been seen as a symbol of Germany. Because of this association, Dachshunds lost popularity in the United States during World War I and World War II. Their appeal was too great for this to resist, however, and they quickly made a comeback in popularity. Because of the association with Germany, a Dachshund named Waldi was chosen to be the first official mascot for the 1972 Summer Olympics.Dachshunds are a good choice for apartment dwellers and people who don't have a backyard. They are popular with urban dwellers because of their small size and ease of care. They generally are active indoors and also enjoy going on walks. Just be careful not to let them get too fat or allow them to injure their backs by jumping off furniture. Also, be sure to support their backs when you are holding them. Because of their long backs, they are susceptible to slipped or ruptured (herniated) disks in their backs, which can result in partial or full paralysis.Although they originally were bred to hunt ferocious badgers and other animals, today's Dachshunds are ideal family companions. Additionally, many people show them in conformation, obedience, agility, field trials, and earthdog trials. They are also hard-working and well-appreciated therapy dogs. Some people enter their Dachshunds in Dachshund races, such as the Wiener Nationals. Although these races are popular, the Dachshund Club of America opposes ""wiener racing"" because many Greyhound tracks use the events to draw large crowds and because the DCA worries that such races could injure Dachshunds' backs.Because they are such a popular breed, many people breed Dachshunds to make money rather than out of a love for the breed and a desire to breed healthy, even-tempered dogs. Be careful to obtain your Dachshund from a reputable breeder who screens his or her breeding animals for both temperament and health problems.The Dachshund is a versatile companion. With his variety of sizes, colors, coat types, and personalities, there's a Dachshund to suit almost anyone."
